Date Made Public,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,breach_type_gA,breach_type_gB,breach_type_gC,breach_type_gD,region_A,region_B,age_of_Law,org_group,records_group,records_index,records_scale,type_scale,org_scale,severity_index1,severity_index2,severity_index3,severity_index4,severity_index5
2009-03-05,St. Rita's Medical Center,Ohio,PHYS,MED,242,"A home-health employee for St. 
            Rita's Medical Center had a bag stolen during an automobile break-in. 
            The bag contained information on some patients, including names, dated 
            of birth, addresses, phone numbers, patient identification numbers, 
            and the names of case managers and physicians. In some cases it also 
            included Social Security numbers and the type of treatment being provided, 
            according to a letter given to the patients involved.",Dataloss DB,,2009,40.742551,-84.105226,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.00029101582730409696,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2009-03-04,Elk Grove Unified School District,California,PHYS,EDU,520,"A document with the Social Security 
          numbers of more than 500 Elk Grove Unified School District employees 
          was lost by a district employee.",Dataloss DB,,2009,38.408799,-121.371618,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,0.0006253232652815307,10.0,7,8,17.0,18.0,25.0,8.333333333333334,2.3333333333333335
2009-03-04,New York Police Department,New York,INSD,GOV,80000,"A civilian employee of the department's 
          pension fund is accused of stealing eight tapes containing the Social 
          Security numbers and direct-deposit information for 80,000 current and 
          retired cops. The employee, who served as the pension fund's director 
          of communications, has been charged with computer trespass, burglary 
          and grand larceny. He is accused of removing the tapes from a backup 
          data warehouse on Staten Island after disabling security cameras. Police 
          found the missing tapes at his home before arresting him.",Dataloss DB,,2009,40.714269,-74.005973,Others,Insider,Others,Others,Northeast,Northeast,14,non_F_regulated,Others,0.09620357927408164,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2009-03-03,Western Oklahoma State College,Oklahoma,DISC,EDU,1500,"A computer breach at Western Oklahoma 
          State College may have exposed Social Security numbers and other identifying 
          information for 1,500 campus library users. An unauthorized program 
          known as a rootkit was installed on a server administered by an outside 
          party. There is no indication that any of the data on the machine was 
          actually compromised  -  only that the opportunity for someone to 
          access it existed.",Dataloss DB,,2009,34.638126,-99.333975,Others,Insider,Others,Network,South,Southwest,13,F_regulated,Others,0.001803817111389031,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2009-03-01,City of Muskogee,Oklahoma,PORT,GOV,4500,"The city of Muskogee recently discovered 
          that a computer zip disk containing personal information 
          has been in public circulation since 2000. The disk in some cases contained 
          phone numbers and in other cases contained Sociel Security numbers. 
          It's believed that a forgetful employee scooped up the disk while putting 
          together surplus items no longer used by the city.",Dataloss DB,,2009,35.747877,-95.369691,Others,Mixed,Offline,Local,South,Southwest,13,non_F_regulated,Others,0.005411451334167093,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2009-02-26,Steamboat Springs School District,Colorado,PORT,EDU,1300,"Social Security numbers for 1,300 
          past and present employees was compromised when a laptop was stolen 
          from the Steamboat Springs School District office. The laptop had a 
          spreadsheet containing the Social Security numbers and names of their 
          owners. The spreadsheet was created as part of a requirement from a 
          past district audit. The laptop was password-protected, but district 
          officials are warning their employees to be on the lookout for any potential 
          identity theft.",Dataloss DB,,2009,40.484977,-106.83171599999999,Others,Mixed,Offline,Local,West,West,13,F_regulated,Others,0.0015633081632038268,10.0,7,8,17.0,18.0,25.0,8.333333333333334,2.3333333333333335
2009-02-23,University of Florida,Florida,DISC,EDU,101,"An undated statement on the University's 
            Web site indicates that on January 20, an LDAP Directory Server configuration 
            error allowed outside access to a directory containing Social Secerity 
            numbers and other personal data. Personal data belonging to about 
            101 people might have been compromised as a result.",Dataloss DB,,2009,29.651634,-82.324826,Others,Insider,Others,Network,South,Southeast,14,F_regulated,Others,0.00012145701883352808,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2009-02-20,Del Mar College,California,PHYS,EDU,53,"A class roster containing the names 
          and Social Security numbers of some 53 Del Mar College students has 
          been stolen. The roster was taken out of a professor's vehicle parked 
          at Cole Park. The G.E.D. teacher was taking work home Sunday, when he 
          stopped at Cole Park and his car was broken into.",Dataloss DB,,2009,32.959489000000005,-117.26531499999999,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,6.373487126907908e-05,10.0,7,8,17.0,18.0,25.0,8.333333333333334,2.3333333333333335
2009-02-20,"Arkansas Department of InformationSystems, Information Vaulting Services           ",Arkansas,PORT,GOV,807000,"A computer storage tape with data 
          from criminal background checks dating back to the mid-1990s is missing 
          from an information-protection company's vault. The background-check 
          information includes names, dates of birth, Social Security numbers 
          and addresses.",Dataloss DB,,2009,34.746481,-92.28959499999999,Others,Mixed,Offline,Local,South,Southeast,14,non_F_regulated,Others,0.9704536059272986,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2009-02-19, University of Florida          ,Florida,HACK,EDU,97200,"A foreign hacker gained access to 
          a University of Florida computer system containing the personal information 
          of students, faculty and staff. The files included the names and Social 
          Security numbers of individuals who used UF's Grove computer system 
          since 1996.",Dataloss DB,,2009,29.651634,-82.324826,Hacker,Outsider,Online,Network,South,Southeast,14,F_regulated,Others,0.1168873488180092,10.0,10,8,20.0,18.0,28.0,9.333333333333334,1.3333333333333335
2009-02-18,Rio Grande Food Project,New Mexico,PORT,NGO,36000,"A food pantry is warning its clients 
          that tens of thousands of them are at risk for identity theft after 
          a laptop computer containing their personal information was stolen. 
          The computer contained sensitive personal data including addresses, 
          birth dates and Social Security numbers.",Dataloss DB,,2009,35.084491,-106.651137,Others,Mixed,Offline,Local,West,Southwest,0,non_F_regulated,Others,0.04329161067333674,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2009-02-17,Broome Community College,New York,DISC,EDU,14000,"Broome Community College, sent out 
          a mailing last week with Social Security number posted prominently on 
          the back cover. The winter/spring 2009 alumni magazine was mailed to 
          28,000 people, it assumed that less than 14,000 copies had Social Security 
          numbers on the magazine.",Dataloss DB,,2009,42.098687,-75.917974,Others,Insider,Others,Network,Northeast,Northeast,14,F_regulated,Others,0.016835626372964287,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2009-02-10,SemGroup LP,Oklahoma,DISC,BSO,160,"Online banking bandits pulled thousands 
          of dollars from the accounts of current and former employees after personal 
          information was inadvertently left on a bankruptcy court document made 
          public.",Dataloss DB,,2009,36.153982,-95.992775,Others,Insider,Others,Network,South,Southwest,13,non_F_regulated,Others,0.00019240715854816328,10.0,1,6,11.0,16.0,17.0,5.666666666666667,20.333333333333336
2009-02-09,Parkland Memorial Hospital,Texas,PORT,MED,9300,"A laptop computer that may have 
          contained the names, birthdates and Social Security numbers of 9,300 
          employees of Parkland Memorial Hospital was stolen.",Dataloss DB,,2009,32.802955,-96.76992299999999,Others,Mixed,Offline,Local,South,Southwest,10,F_regulated,Others,0.011183666090611992,10.0,7,10,17.0,20.0,27.0,9.0,3.0
